348,0,Sentiment140,     what the fucccckkkkkkkkkk
349,0,Sentiment140,    Bye World!!!!!!
350,0,Sentiment140,    i couldnt even have one fairytale night
351,0,Sentiment140,    I'll be working when Pottercast/Lupins/Willows come near me.  FAIL.
352,0,Sentiment140,"    My cell phone screen is dead.  Sooooooooooo, no texts and I don't know who's calling.  Fuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuck"
353,0,Sentiment140,"    NO MORE SICKNESS. strike i say STRIKE! ohhhh well, 'nother day off school i guess"
354,0,Sentiment140,    Nobody likes Year One in the reviews I've read. I'm disappointed. But maybe now I'll like it more since I'm not expecting much..
355,0,Sentiment140,   (must i say more?)
356,0,Sentiment140,   *old me's dead and gone*
357,0,Sentiment140,   ... have to go now ??? 13 more minutes   ... please please please
358,1,Sentiment140,   @Lakers!! I love you guyssss! Those rings.. Mmmyeahh! Bling blingg
359,1,Sentiment140,   @PERFEKTnCHANCE (Chance) is Boo #29
360,1,Sentiment140,   @Standing_Stones  Thank you very much for the DVD suggestion!  Very nice of you!  Looks good.
361,0,Sentiment140,   awwwww i really hate this.
362,0,Sentiment140,   bad day.
363,0,Sentiment140,   bad day.....damn you @311. What kind of ticket sale was that.....
364,0,Sentiment140,   Boston Globe could be shut down in 60 days http://sbne.ws/r/vWc
365,0,Sentiment140,   bye guys!!!! i'ma miss ya'll sooo sooo much! but don't worry i'll be back on monday!!! have an awesome weekend!!! peace!!!!
366,0,Sentiment140,   can i have some followers :' ( ... i'm so sad...    NOW THAT I'M LOSING HOPE -pressure
367,0,Sentiment140,   Couldn't bless'd da mic w/ my bra's in music 2day @ERiceOnTheBeat @moneybagzfam1st @circustk
368,0,Sentiment140,   CRY CRY CRY
369,0,Sentiment140,   F**kn day...
370,0,Sentiment140,   Goodnight
371,0,Sentiment140,   grandma is very sick. not doing well. going to the emergency room.
372,1,Sentiment140,   had a WONDERFUL day  G_D is GRRRRRRRRREAT!!!!!
373,0,Sentiment140,   I am going to shed tears if the Cavs have to go home tonight. Like seriously
374,0,Sentiment140,   i am soooo sad...at this point of night i'd be cuddling with jonathan like i did for 4 years
375,0,Sentiment140,   I hate you forever.
376,1,Sentiment140,   I have passed 70-542 exam today
377,0,Sentiment140,   i missed it
378,0,Sentiment140,   i still Feel like a Douchebag
379,1,Sentiment140,   I want to write a song. I think I will.
380,1,Sentiment140,- @serialseb Always thought time estimates should use 'value of Pi rule' (x 3.14). Only exception being 'Pi squared rule'.
381,1,Sentiment140, @SirKenRobinson Creativity via Twitter http://bit.ly/HVTHS
382,1,Sentiment140,"- @SlashHudson you tease, i wanna hear the tracks!! "
383,0,Sentiment140, @sommacolada never answering my im's
384,1,Sentiment140, @soultravelers3 http://bit.ly/H9Nqe  15 TravelTips 4 student safety in roughplaces
385,0,Sentiment140, @squarespace it's now fathers day and you haven't picked me...yet. I kind of want to incessantly bother you...#squarespace
386,1,Sentiment140, @SRenaeNae... What is 'FML'
387,1,Sentiment140, @sweetlilmzmia: &quot;Gotta LOVE Blip.fm - John Mayer Trio - CALIFORNIA DREAMIN' as heard on Conan 06/04/2009 ---... â™« http://blip.fm/~7qdf0
388,1,Sentiment140, @Thatsrightnate ~ Just in case you need some help w that:  http://bit.ly/12nP1H
389,1,Sentiment140, @THEDIAMONDCOACH  Im sure he'd love that LOL
390,1,Sentiment140, @theenglishmuse on &quot;Karl Lagerfeld&quot; 's Twitter profile(s) lol!  Heart the first pic http://tinyurl.com/cbl6tm
391,0,Sentiment140, @TheIanCrawford is no longer in the Cab. To say I'm heartbroken is an understatement... good luck with everything! you're amazing ian.
392,0,Sentiment140, @va_songstress broke my twitter..
393,0,Sentiment140, @warbo is off clubbing... must come over to sheffield sometime &amp; party but really probably shouldn't atm. a tech conference is a conf etc
394,1,Sentiment140," @weselec My avatar can't figure out what you people are, either. http://tr.im/jj70"
395,0,Sentiment140, @xxkirahxx is fulfilling my life's ambition 2 go 2 a Jonas Brothers concert + I went 2 HMV and the new album is already sold out! Why me?
396,1,Sentiment140," @yhf What happened to movies, anyway? It's like Hollywood forgot: in rough times, the public wants to see.. http://tr.im/mZ8l"
397,0,Sentiment140, @zochula just yelled at me for picking apple store over food.
398,1,Sentiment140, @ZOEBOE: &quot;whoops credit is due to   &gt;&gt;&gt;rb@MusicIsMySunshine:  &quot; ? http://blip.fm/~7d4pk
399,1,Sentiment140, =&gt; How not to exit a Cessna 206 #skydiving http://bit.ly/16ZZJ7
400,0,Sentiment140, 1 of me cats kittens died only 3 days old too..RIP ming. it wasn't good.
